Louisville_intype,Louisville_insubtype,Louisville_indate,Louisville_surreason,Louisville_outtype,Louisville_outsubtype,Louisville_outdate,Louisville_animaltype,Louisville_bites,Louisville_petsize,Dallas_Animal Type,Dallas_Animal Breed,Dallas_Intake Type,Dallas_Intake Subtype,Dallas_Intake Date,Dallas_Outcome Type,Dallas_Outcome Subtype,Dallas_Month,Dallas_Year
STRAY,OTC,2022-11-26,STRAY,EUTH,INHUMANE,2022-11-26,CAT,N,MED,CAT,DOMESTIC SH,OWNER SURRENDER,URGENT,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-11-26,STRAY,TRANSFER,RESCUE GRP,2022-12-10,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-03,STRAY,ADOPTION,FACEBOOK,2023-01-30,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-09,STRAY,ADOPTION,WALK IN,2022-12-17,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-09,STRAY,ADOPTION,WALK IN,2022-12-11,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-12,STRAY,FOSTER,TIME/SPACE,2022-12-29,DOG,N,MED,WILDLIFE,LIZARD,KEEPSAFE,OWN ARREST,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-04,STRAY,FOSTER,VACATION,2022-07-13,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-05,STRAY,FOSTER,VACATION,2022-07-14,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-12,STRAY,FOSTER,TOO YOUNG,2022-09-18,CAT,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-12-28,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-08-02,STRAY,FOSTER,TOO YOUNG,2022-08-10,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-11-01,FOSTER RET,TRANSFER,RESCUE GRP,2022-11-06,DOG,N,X-LRG,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
CONFISCATE,CRUELTY,2022-12-19,CRUELTY,DISPOSAL,NECROPSY,2022-12-20,LIVESTOCK,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-12-26,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-12-21,STRAY,FOSTER,MEDICAL,2023-01-10,CAT,N,LARGE,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-12-26,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-09-10,STRAY,ADOPTION,WALK IN,2022-10-14,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-07-25,STRAY,ADOPTION,WALK IN,2022-08-05,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-12-26,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-12-19,STRAY,ADOPTION,WALK IN,2023-01-03,DOG,N,PUPPY,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-12-26,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-08-01,STRAY,TRANSFER,RESCUE GRP,2022-08-10,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-01,STRAY,FOSTER,VACATION,2022-08-03,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-11,ABANDON,EUTH,INHUMANE,2022-11-11,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-20,STRAY,TRANSFER,KHS,2023-01-17,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-23,STRAY,RTO,IN KENNEL,2022-12-30,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-24,STRAY,ADOPTION,WALK IN,2023-01-18,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-09-07,FOSTER RET,ADOPTION,WALK IN,2022-09-08,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-12-15,STRAY,FOSTER,MEDICAL,2023-01-12,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,DIED,IN KENNEL,FY2024,FY2023
STRAY,OTC,2022-12-19,STRAY,TRANSFER,KHS,2022-12-27,DOG,N,LARGE,CAT,PERSIAN,STRAY,WEB,2022-12-19,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-11-05,STRAY,ADOPTION,WALK IN,2022-12-03,DOG,N,MED,DOG,AM PIT BULL TER,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-11-06,STRAY,RTO,IN KENNEL,2022-11-06,DOG,N,MED,DOG,AKITA,STRAY,WEB,2022-12-24,FOUND EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-11-16,FOSTER RET,ADOPTION,WALK IN,2022-11-19,DOG,N,PUPPY,CAT,AMER SH,STRAY,WEB,2022-11-30,FOUND EXP,OTHER,FY2024,FY2023
STRAY,FIELD,2022-12-30,STRAY,FOSTER,VACATION,2023-01-26,DOG,N,MED,CAT,DOMESTIC SH,STRAY,CONFINED,2022-12-26,SNR,ASO,FY2024,FY2023
STRAY,FIELD,2022-05-24,STRAY,EUTH,INHUMANE,2022-05-24,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-05-24,STRAY,FOSTER,MEDICAL,2022-06-02,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-12,STRAY,RTO,IN KENNEL,2022-10-22,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-12-26,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-06-01,STRAY,RTO,IN KENNEL,2022-06-08,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-17,STRAY,RTO,IN KENNEL,2022-06-18,DOG,N,MED,CAT,DOMESTIC SH,OWNER SURRENDER,WALK IN,2022-12-26,DISPOSAL,DISPOSAL,FY2024,FY2023
RETURN,ADOPTION,2022-06-23,RESPONSIBL,ADOPTION,WALK IN,2022-06-28,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-08-30,STRAY,FOSTER,MEDICAL,2022-09-04,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-09-30,STRAY,TRANSFER,RESCUE GRP,2022-10-02,DOG,N,PUPPY,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-26,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-31,STRAY,TNR,CARETAKER,2022-09-02,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,FOSTER,GENERAL,FY2024,FY2023
FOSTER,RETURN,2022-09-07,FOSTER RET,ADOPTION,THIRDPARTY,2022-09-08,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-01-24,STRAY,TNR,CARETAKER,2022-01-26,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-26,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-11-18,STRAY,FOSTER,TOO YOUNG,2022-11-23,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-11-21,STRAY,TRANSFER,RESCUE GRP,2023-02-09,DOG,N,LARGE,DOG,PIT BULL,STRAY,WEB,2022-12-26,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-04,STRAY,RTO,IN KENNEL,2022-12-05,DOG,N,MED,DOG,SIBERIAN HUSKY,STRAY,WEB,2022-12-23,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-10,STRAY,ADOPTION,FOSTER,2023-02-07,DOG,N,SMALL,DOG,GERM SHEPHERD,STRAY,WEB,2022-12-23,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-19,STRAY,ADOPTION,WALK IN,2022-09-13,CAT,N,KITTN,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-12-26,FOSTER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-12-30,STRAY,ADOPTION,WALK IN,2023-01-29,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
CONFISCATE,POLICE,2022-11-16,STRAY,RTO,IN KENNEL,2022-11-17,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-12-14,FOSTER RET,FOSTER,VACATION,2022-12-14,CAT,N,KITTN,DOG,BEARDED COLLIE,STRAY,WEB,2022-12-23,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-11,STRAY,FOSTER,TOO YOUNG,2022-08-11,CAT,N,KITTN,DOG,PIT BULL,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-26,STRAY,FOSTER,MEDICAL,2022-11-23,CAT,N,SMALL,DOG,AUST SHEPHERD,STRAY,WEB,2022-12-23,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-26,STRAY,ADOPTION,WALK IN,2022-10-29,CAT,N,KITTN,DOG,LABRADOR RETR,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-11-15,STRAY,ADOPTION,INTERNET,2022-12-08,DOG,N,SMALL,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-12-26,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-03,STRAY,TNR,CARETAKER,2022-01-05,CAT,N,MED,DOG,ROTTWEILER,OWNER SURRENDER,URGENT,2022-12-26,EUTHANIZED,BITE,FY2024,FY2023
STRAY,OTC,2022-01-03,STRAY,TNR,CARETAKER,2022-01-05,CAT,N,MED,DOG,LABRADOR RETR,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-19,STRAY,TNR,CARETAKER,2022-01-21,CAT,N,MED,DOG,AUST CATTLE DOG,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-24,STRAY,TNR,CARETAKER,2022-01-26,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-01-24,STRAY,TNR,CARETAKER,2022-01-26,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-25,STRAY,ADOPTION,WALK IN,2022-10-28,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-07,STRAY,ADOPTION,WALK IN,2022-11-17,DOG,N,SMALL,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-12-27,EUTHANIZED,BITE,FY2024,FY2023
STRAY,FIELD,2022-08-15,WILDLIFE,EUTH,RABIESTEST,2022-08-15,OTHER,Y,SMALL,DOG,PIT BULL,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
RETURN,ADOPTION,2022-09-08,CHILD PROB,ADOPTION,WALK IN,2022-09-08,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-17,STRAY,ADOPTION,WALK IN,2022-08-27,CAT,N,KITTN,CAT,AMER SH,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-07,STRAY,FOSTER,VACATION,2022-12-14,DOG,N,MED,CAT,DOMESTIC SH,STRAY,WEB,2022-12-27,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-09-24,STRAY,ADOPTION,WALK IN,2022-10-30,DOG,N,LARGE,DOG,GERM SHEPHERD,CONFISCATED,QUARANTINE,2022-12-27,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-26,STRAY,ADOPTION,WALK IN,2022-10-01,CAT,N,KITTN,DOG,POODLE MIN,STRAY,WEB,2022-12-27,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-16,STRAY,EUTH,BEHAV HIST,2022-12-28,DOG,Y,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-06-10,FOSTER RET,ADOPTION,PRV ADOPT,2022-06-11,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-05-28,UNKNOWN,DISPOSAL,NECROPSY,2022-06-08,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-12-16,FOSTER RET,ADOPTION,WALK IN,2022-12-17,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-11-28,STRAY,RTO,IN KENNEL,2022-11-30,DOG,N,X-LRG,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-29,STRAY,ADOPTION,WALK IN,2022-12-11,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-12-07,STRAY,ADOPTION,WALK IN,2022-12-30,DOG,N,MED,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-12-12,STRAY,ADOPTION,WALK IN,2022-12-24,CAT,N,KITTN,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-12-14,STRAY,ADOPTION,FRIEND,2023-01-26,DOG,N,MED,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-12-17,STRAY,ADOPTION,WALK IN,2022-12-23,DOG,N,SMALL,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
FOSTER,RETURN,2022-10-07,FOSTER RET,ADOPTION,WALK IN,2022-10-19,DOG,N,LARGE,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-11-23,STRAY,ADOPTION,WALK IN,2022-12-03,DOG,N,PUPPY,CAT,JAPAN BOBTAIL,STRAY,WEB,2022-12-20,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-31,STRAY,FOSTER,TOO YOUNG,2022-06-01,CAT,N,KITTN,CAT,RAGDOLL,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-03,STRAY,ADOPTION,WALK IN,2022-10-24,DOG,N,LARGE,DOG,SIBERIAN HUSKY,STRAY,WEB,2022-12-24,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-02,STRAY,TRANSFER,KHS,2022-12-05,CAT,N,KITTN,DOG,PIT BULL,STRAY,WEB,2022-12-24,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-04,STRAY,FOSTER,TIME/SPACE,2022-10-04,CAT,N,KITTN,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-27,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-07-07,STRAY,ADOPTION,WALK IN,2022-07-21,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,TRANSFER,GENERAL,FY2024,FY2023
FOSTER,RETURN,2022-11-17,FOSTER RET,FOSTER,TOO YOUNG,2022-11-17,CAT,N,KITTN,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
FOSTER,RETURN,2022-11-26,FOSTER RET,ADOPTION,WALK IN,2022-11-28,CAT,N,KITTN,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-08-29,STRAY,ADOPTION,WALK IN,2022-09-07,DOG,N,MED,DOG,MIXED BREED,STRAY,LEFT AT,2022-12-27,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-07-11,STRAY,DISPOSAL,DEAD ARRIV,2022-07-11,OTHER,Y,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-11,ABANDON,ADOPTION,WALK IN,2022-06-21,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-12-27,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-07-13,STRAY,TRANSFER,RESCUE GRP,2022-07-30,DOG,N,LARGE,CAT,DOMESTIC LH,STRAY,WEB,2022-12-27,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-14,STRAY,FOSTER,TOO YOUNG,2022-07-23,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-14,STRAY,ADOPTION,FACEBOOK,2022-07-30,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-12-27,TRANSFER,GENERAL,FY2024,FY2023
STRAY,FIELD,2022-06-15,STRAY,FOSTER,TIME/SPACE,2022-06-29,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-16,STRAY,ADOPTION,INTERNET,2022-08-19,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-09-10,STRAY,ADOPTION,WALK IN,2022-09-24,DOG,N,MED,DOG,GREAT PYRENEES,STRAY,WEB,2022-12-27,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-17,STRAY,ADOPTION,WALK IN,2022-07-01,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,FOSTER,TRANSPORT,FY2024,FY2023
FOSTER,RETURN,2022-10-12,STRAY,ADOPTION,INTERNET,2022-10-14,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-12,STRAY,TRANSPORT,RESCUE GRP,2022-09-24,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-07-18,STRAY,FOSTER,STRAY,2022-07-23,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,EUTHANIZED,SPACE:BEH,FY2024,FY2023
FOSTER,RETURN,2022-07-29,FOSTER RET,ADOPTION,FOSTER,2022-07-29,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,EUTHANIZED,SPACE:BEH,FY2024,FY2023
STRAY,OTC,2022-07-19,STRAY,FOSTER,TOO YOUNG,2022-07-20,CAT,N,SMALL,CAT,DOMESTIC SH,OWNER SURRENDER,WALK IN,2022-12-27,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-07-23,STRAY,TNR,CARETAKER,2022-07-27,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,EUTHANIZED,SPACE:MED,FY2024,FY2023
STRAY,OTC,2022-07-26,STRAY,RTO,IN KENNEL,2022-07-29,DOG,N,PUPPY,DOG,SIBERIAN HUSKY,DISPOS REQ,FIELD,2022-12-27,DISPOSAL,DISPOSAL,FY2024,FY2023
STRAY,OTC,2022-07-27,STRAY,TRANSFER,RESCUE GRP,2022-08-11,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-27,STRAY,RTO,IN KENNEL,2022-07-30,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,EUTHANIZED,SPACE:BEH,FY2024,FY2023
STRAY,FIELD,2022-07-26,STRAY,TRANSFER,RESCUE GRP,2022-09-09,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-31,STRAY,EUTH,MEDICAL,2022-08-05,CAT,N,MED,DOG,CHIHUAHUA SH,STRAY,WEB,2022-12-26,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-07-30,STRAY,ADOPTION,WALK IN,2022-08-09,DOG,N,SMALL,DOG,BOXER,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-06-02,STRAY,TRANSFER,RESCUE GRP,2022-06-05,DOG,N,TOY,DOG,FRENCH BULLDOG,STRAY,WEB,2022-12-27,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-05,STRAY,EUTH,INHUMANE,2022-08-05,DOG,N,PUPPY,DOG,PIT BULL,STRAY,AT LARGE,2022-12-27,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-08-10,STRAY,FOSTER,VACATION,2022-09-08,CAT,N,KITTN,CAT,DOMESTIC MH,STRAY,WEB,2022-12-21,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-10-03,STRAY,ADOPTION,WALK IN,2022-10-05,CAT,N,KITTN,DOG,LABRADOR RETR,STRAY,WEB,2022-10-13,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-03,STRAY,ADOPTION,WALK IN,2022-05-14,DOG,Y,SMALL,DOG,CHINESE SHARPEI,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
RETURN,ADOPTION,2022-06-03,AGG FEAR,FOSTER,VACATION,2022-07-01,DOG,Y,SMALL,DOG,CHINESE SHARPEI,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
RETURN,ADOPTION,2022-06-23,CHILD PROB,ADOPTION,FACEBOOK,2022-07-02,DOG,N,MED,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-12-28,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-05-10,STRAY,ADOPTION,INTERNET,2022-05-22,DOG,N,MED,DOG,CHINESE SHARPEI,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
OWNER SUR,OTC,2022-05-12,OWNER MED,FOSTER,TOO YOUNG,2022-05-12,CAT,N,KITTN,DOG,CHINESE SHARPEI,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-13,STRAY,RTO,IN KENNEL,2022-05-14,DOG,N,LARGE,CAT,DOMESTIC SH,KEEPSAFE,OWN DECEAS,2022-12-28,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-12,STRAY,ADOPTION,WALK IN,2022-12-20,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,CONFINED,2022-12-28,EUTHANIZED,MEDICAL,FY2024,FY2023
CONFISCATE,POLICE,2022-12-30,CRUELTY,ADOPTION,FACEBOOK,2023-02-28,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-28,ADOPTION,WESTMORELD,FY2024,FY2023
DISPOSAL,STRAY,2022-06-29,STRAY,DISPOSAL,DEAD ARRIV,2022-06-29,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-28,ADOPTION,WESTMORELD,FY2024,FY2023
OWNER SUR,EUTH REQ,2022-07-02,AGG PEOPLE,EUTH,REQUESTED,2022-07-02,DOG,Y,X-LRG,DOG,MIXED BREED,STRAY,CONFINED,2022-12-28,DIED,IN KENNEL,FY2024,FY2023
STRAY,OTC,2022-07-06,STRAY,RTO,IN KENNEL,2022-07-07,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,WEB,2022-12-19,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-11-21,STRAY,RTO,IN KENNEL,2022-11-26,DOG,N,SMALL,DOG,AUST SHEPHERD,STRAY,WEB,2022-12-20,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-12-12,STRAY,ADOPTION,WALK IN,2022-12-24,CAT,N,KITTN,DOG,HAVANESE,STRAY,WEB,2022-12-25,LOST EXP,OTHER,FY2024,FY2023
CONFISCATE,POLICE,2022-12-14,UNKNOWN,RTO,IN KENNEL,2023-01-18,DOG,N,MED,DOG,PIT BULL,STRAY,CONFINED,2022-12-28,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-12-18,STRAY,ADOPTION,WALK IN,2023-03-18,DOG,N,MED,DOG,MIXED BREED,STRAY,CONFINED,2022-12-28,EUTHANIZED,SPACE,FY2024,FY2023
OWNER SUR,OTC,2022-12-27,TOO MANY,ADOPTION,WALK IN,2022-12-31,CAT,N,MED,DOG,GERM SHEPHERD,STRAY,WEB,2022-12-28,LOST EXP,OTHER,FY2024,FY2023
